Junction,CarCount,BusCount,BikeCount,TruckCount,TotalVehicles,Weather,Temperature,Hour,DayOfWeek,IsRushHour,IsWeekend,TrafficSituation
Junction A,40,8,9,2,59,Rainy,13.490524244615514,12,Sunday,0,1,Medium
Junction A,45,8,19,6,78,Cloudy,15.320868239380113,13,Sunday,0,1,Medium
Junction B,27,7,20,3,57,Rainy,14.893227474751214,14,Sunday,0,1,Medium
Junction C,27,12,16,4,59,Cloudy,13.62767133137476,15,Sunday,0,1,Low
Junction C,28,5,11,7,51,Foggy,11.285795785116692,16,Sunday,0,1,Medium
Junction B,31,8,23,0,62,Rainy,11.484831830052844,17,Sunday,1,1,Medium
Junction B,45,12,11,7,75,Cloudy,11.342024263263502,18,Sunday,1,1,Medium
Junction C,35,6,11,4,56,Foggy,16.98173860714905,19,Sunday,1,1,Medium
Junction A,28,2,12,5,47,Rainy,14.20896528759226,20,Sunday,0,1,Low
Junction A,20,10,7,5,42,Rainy,19.616020255748786,21,Sunday,0,1,Low
Junction B,22,4,12,1,39,Foggy,19.613346311948064,22,Sunday,0,1,Medium
Junction B,20,2,0,2,24,Foggy,10.940598202285887,23,Sunday,0,1,Low
Junction A,27,5,14,1,47,Stormy,12.094067139499336,0,Monday,0,0,Medium
Junction A,24,3,17,0,44,Stormy,14.380336566976467,1,Monday,0,0,Medium
Junction B,21,2,8,5,36,Cloudy,12.128942546599934,2,Monday,0,0,Low
Junction B,20,4,16,1,41,Foggy,14.15163586604104,3,Monday,0,0,Medium
Junction A,25,7,14,3,49,Cloudy,18.824701949431354,4,Monday,0,0,Low
Junction B,21,9,9,4,43,Rainy,10.723763931941225,5,Monday,0,0,Low
Junction A,32,8,1,7,48,Rainy,17.269779195284308,6,Monday,0,0,Low
Junction C,85,22,28,10,145,Cloudy,15.771716266239963,7,Monday,1,0,Severe
Junction A,62,11,34,15,122,Stormy,16.324722024114774,8,Monday,1,0,Severe
Junction C,60,10,25,10,105,Cloudy,11.069912611746233,9,Monday,1,0,High
Junction C,52,11,16,7,86,Rainy,13.544239919873862,10,Monday,0,0,High
Junction B,63,9,24,6,102,Rainy,13.830693697265067,11,Monday,0,0,Severe
Junction C,55,7,15,4,81,Rainy,14.211189044340816,12,Monday,0,0,High
Junction C,52,9,17,10,88,Foggy,13.287742874925907,13,Monday,0,0,High
Junction C,41,10,24,6,81,Foggy,14.904544085197848,14,Monday,0,0,High
Junction C,39,12,12,8,71,Rainy,11.080774936663882,15,Monday,0,0,Medium
Junction A,35,14,25,15,89,Stormy,18.888425117385317,16,Monday,0,0,Severe
Junction C,72,20,19,14,125,Rainy,15.983060756960189,17,Monday,1,0,Severe
Junction A,71,19,23,10,123,Stormy,16.27396555315846,18,Monday,1,0,Severe
Junction C,59,15,29,8,111,Rainy,14.015417380052824,19,Monday,1,0,Severe
Junction B,47,14,25,12,98,Cloudy,17.938956551945168,20,Monday,0,0,High
Junction A,49,7,16,7,79,Cloudy,10.09846825012011,21,Monday,0,0,Medium
Junction C,45,10,18,6,79,Stormy,17.29678413647241,22,Monday,0,0,Severe
Junction A,21,6,4,7,38,Rainy,13.310162594948949,23,Monday,0,0,Low
Junction A,36,2,6,2,46,Rainy,14.041484317770562,0,Tuesday,0,0,Low
Junction B,20,7,13,3,43,Cloudy,14.022946780763187,1,Tuesday,0,0,Low
Junction C,8,0,2,7,17,Cloudy,13.404410800994185,2,Tuesday,0,0,Low
Junction A,17,6,18,6,47,Rainy,17.710383702448546,3,Tuesday,0,0,Low
Junction B,18,0,13,3,34,Rainy,12.532528169657162,4,Tuesday,0,0,Low
Junction C,15,1,6,5,27,Rainy,17.935374022288308,5,Tuesday,0,0,Low
Junction B,13,4,12,3,32,Foggy,16.492287795409634,6,Tuesday,0,0,Low
Junction B,57,15,34,16,122,Rainy,17.84536518684895,7,Tuesday,1,0,Severe
Junction C,71,9,29,10,119,Cloudy,13.410943165874016,8,Tuesday,1,0,High
Junction A,76,24,34,16,150,Rainy,11.636240002102339,9,Tuesday,1,0,Severe
Junction C,60,6,25,9,100,Foggy,14.704733196771567,10,Tuesday,0,0,Severe
Junction C,52,17,32,8,109,Cloudy,18.296686802650953,11,Tuesday,0,0,High
Junction B,59,7,19,17,102,Cloudy,18.32498700985966,12,Tuesday,0,0,High
Junction C,44,5,16,8,73,Foggy,10.462581892612839,13,Tuesday,0,0,High
Junction A,45,6,30,9,90,Stormy,17.389458465787275,14,Tuesday,0,0,Severe
Junction A,48,17,22,6,93,Stormy,17.212579079338248,15,Tuesday,0,0,Severe
Junction A,81,12,24,4,121,Cloudy,11.812180436136172,16,Tuesday,0,0,High
Junction C,48,14,24,3,89,Foggy,16.880305189519813,17,Tuesday,1,0,Severe
Junction C,71,13,37,14,135,Cloudy,13.900160607475607,18,Tuesday,1,0,Severe
Junction C,71,18,25,8,122,Cloudy,12.882026938500388,19,Tuesday,1,0,High
Junction B,34,11,30,3,78,Cloudy,13.126826650277922,20,Tuesday,0,0,Medium
Junction A,38,18,22,10,88,Rainy,11.548157548717352,21,Tuesday,0,0,High
Junction A,44,11,16,7,78,Rainy,14.401207709849363,22,Tuesday,0,0,Medium
Junction B,11,7,1,2,21,Cloudy,14.976495545052181,23,Tuesday,0,0,Low
Junction B,19,4,10,1,34,Rainy,12.638060749463575,0,Wednesday,0,0,Low
Junction A,32,11,6,4,53,Cloudy,19.006660841086283,1,Wednesday,0,0,Low
Junction C,22,9,7,0,38,Cloudy,16.174627479132212,2,Wednesday,0,0,Low
Junction A,13,2,12,1,28,Cloudy,13.985592241441276,3,Wednesday,0,0,Low
Junction B,18,5,13,1,37,Rainy,14.836090067516663,4,Wednesday,0,0,Low
Junction A,21,7,9,6,43,Foggy,15.861823540883414,5,Wednesday,0,0,Low
Junction A,25,4,12,1,42,Foggy,17.833366919246206,6,Wednesday,0,0,Low
Junction A,75,13,42,11,141,Stormy,14.40765247675369,7,Wednesday,1,0,Severe
Junction A,68,20,40,8,136,Rainy,10.341755890410875,8,Wednesday,1,0,Severe
Junction C,58,8,29,4,99,Rainy,15.028430619990868,9,Wednesday,1,0,High
Junction A,51,11,23,9,94,Stormy,16.0387391182619,10,Wednesday,0,0,Severe
Junction A,59,23,33,6,121,Cloudy,14.623614472477392,11,Wednesday,0,0,High
Junction B,50,11,24,9,94,Rainy,12.142554343431843,12,Wednesday,0,0,High
Junction A,66,13,27,6,112,Foggy,16.486950425330356,13,Wednesday,0,0,Severe
Junction A,80,15,33,13,141,Cloudy,12.507983351119627,14,Wednesday,0,0,High
Junction C,55,15,19,5,94,Rainy,13.819580190452688,15,Wednesday,0,0,High
Junction A,42,13,29,6,90,Foggy,12.283556141788477,16,Wednesday,0,0,High
Junction A,104,22,53,18,197,Cloudy,16.60118902996174,17,Wednesday,1,0,Severe
Junction B,51,4,35,8,98,Stormy,12.258814129335759,18,Wednesday,1,0,Severe
Junction B,85,19,25,19,148,Cloudy,17.174035554052104,19,Wednesday,1,0,Severe
Junction A,38,13,13,4,68,Foggy,17.191780240519797,20,Wednesday,0,0,Medium
Junction A,49,10,22,7,88,Cloudy,16.56111150478167,21,Wednesday,0,0,Medium
Junction B,41,3,24,4,72,Cloudy,12.739148706299037,22,Wednesday,0,0,Medium
Junction C,11,6,12,4,33,Stormy,18.097885286881045,23,Wednesday,0,0,Medium
Junction C,21,7,4,3,35,Cloudy,17.89885737951843,0,Thursday,0,0,Low
Junction C,29,8,2,3,42,Rainy,13.34735326579279,1,Thursday,0,0,Low
Junction A,21,5,19,10,55,Cloudy,12.548032660316956,2,Thursday,0,0,Low
Junction B,13,4,8,2,27,Rainy,15.73653202988757,3,Thursday,0,0,Low
Junction B,15,7,7,2,31,Cloudy,13.513559346549268,4,Thursday,0,0,Low
Junction C,12,5,15,4,36,Foggy,13.864937228639137,5,Thursday,0,0,Low
Junction B,20,2,6,2,30,Foggy,16.867677955971697,6,Thursday,0,0,Low
Junction B,78,12,39,4,133,Cloudy,10.294763521244477,7,Thursday,1,0,Severe
Junction C,57,11,28,11,107,Cloudy,16.869274167743026,8,Thursday,1,0,High
Junction C,59,12,21,7,99,Stormy,15.490832225687228,9,Thursday,1,0,Severe
Junction C,50,8,20,9,87,Cloudy,13.79900522322704,10,Thursday,0,0,Medium
Junction A,62,17,35,8,122,Rainy,14.576456160335402,11,Thursday,0,0,Severe
Junction B,43,14,26,6,89,Cloudy,17.52981617296117,12,Thursday,0,0,Medium
Junction B,54,4,14,8,80,Rainy,19.29020885716801,13,Thursday,0,0,High
Junction B,59,7,23,5,94,Rainy,19.66099872731482,14,Thursday,0,0,High
Junction A,65,14,27,15,121,Cloudy,13.459495178632029,15,Thursday,0,0,High
Junction B,56,13,10,4,83,Rainy,18.909953746442646,16,Thursday,0,0,High
Junction C,75,15,36,11,137,Cloudy,19.43788889207958,17,Thursday,1,0,Severe
Junction B,84,16,32,8,140,Cloudy,16.53698692905079,18,Thursday,1,0,Severe
Junction A,82,16,29,17,144,Foggy,12.904789592232547,19,Thursday,1,0,Severe
Junction C,36,7,14,10,67,Foggy,16.883738793859226,20,Thursday,0,0,Medium
Junction C,29,8,18,6,61,Rainy,18.17259268987523,21,Thursday,0,0,Medium
Junction C,31,10,8,9,58,Rainy,13.257073350869991,22,Thursday,0,0,Medium
Junction C,20,2,13,4,39,Stormy,15.021620107636533,23,Thursday,0,0,Medium
Junction B,17,2,15,1,35,Foggy,17.359353919374456,0,Friday,0,0,Low
Junction A,37,1,16,7,61,Cloudy,16.87962840118709,1,Friday,0,0,Low
Junction A,23,0,1,1,25,Cloudy,16.813131853478843,2,Friday,0,0,Low
Junction A,29,6,8,4,47,Foggy,15.845764727515071,3,Friday,0,0,Medium
Junction A,23,7,4,9,43,Rainy,13.644098659954032,4,Friday,0,0,Low
Junction A,33,5,14,3,55,Cloudy,16.229728876880955,5,Friday,0,0,Low
Junction B,12,1,6,5,24,Rainy,15.657515642245823,6,Friday,0,0,Low
Junction A,67,16,27,8,118,Stormy,13.435316114982943,7,Friday,1,0,Severe
Junction C,96,12,26,5,139,Cloudy,14.450186837253552,8,Friday,1,0,Severe
Junction C,83,14,35,8,140,Rainy,11.34797828419477,9,Friday,1,0,Severe
Junction A,66,23,24,11,124,Cloudy,13.367926110821067,10,Friday,0,0,High
Junction C,57,9,21,6,93,Foggy,11.246142077075213,11,Friday,0,0,Severe
Junction B,57,7,20,12,96,Foggy,19.363469474710833,12,Friday,0,0,Severe
Junction C,55,15,19,15,104,Cloudy,13.677870854805636,13,Friday,0,0,High
Junction C,58,19,17,6,100,Rainy,16.330289054077426,14,Friday,0,0,High
Junction A,55,9,25,9,98,Stormy,19.654422207387107,15,Friday,0,0,Severe
Junction A,69,24,33,7,133,Cloudy,11.716939931284912,16,Friday,0,0,High
Junction A,95,20,35,11,161,Rainy,19.246228178425284,17,Friday,1,0,Severe
Junction B,83,18,35,6,142,Cloudy,19.013999412292332,18,Friday,1,0,Severe
Junction B,87,27,43,12,169,Cloudy,12.274908908690623,19,Friday,1,0,Severe
Junction A,65,20,15,6,106,Cloudy,16.400487969300563,20,Friday,0,0,Medium
Junction C,44,16,19,8,87,Rainy,12.117992885815477,21,Friday,0,0,High
Junction B,32,3,14,5,54,Stormy,10.838457180044811,22,Friday,0,0,High
Junction A,25,3,16,4,48,Stormy,17.93008159122538,23,Friday,0,0,Medium
Junction C,4,2,2,3,11,Rainy,18.30182966617694,0,Saturday,0,1,Low
Junction A,12,8,14,6,40,Cloudy,10.454865414722747,1,Saturday,0,1,Low
Junction A,18,5,5,2,30,Cloudy,14.2247875056141,2,Saturday,0,1,Low
Junction C,11,1,7,7,26,Foggy,11.26544458713408,3,Saturday,0,1,Low
Junction B,8,0,4,0,12,Cloudy,18.080776677006256,4,Saturday,0,1,Low
Junction C,16,1,6,0,23,Foggy,11.94152696618549,5,Saturday,0,1,Low
Junction C,6,1,3,4,14,Rainy,19.50343476513905,6,Saturday,0,1,Low
Junction C,45,21,34,6,106,Cloudy,16.417754044410113,7,Saturday,1,1,High
Junction B,53,20,11,13,97,Cloudy,10.168072798211425,8,Saturday,1,1,High
Junction B,52,14,18,4,88,Foggy,18.145537870199966,9,Saturday,1,1,Severe
Junction C,41,7,16,4,68,Rainy,14.941257411412707,10,Saturday,0,1,Medium
Junction A,56,9,19,5,89,Rainy,18.195179187100713,11,Saturday,0,1,High
Junction C,38,15,13,7,73,Cloudy,12.310361379470596,12,Saturday,0,1,Medium
Junction C,31,9,17,3,60,Rainy,14.9555569037593,13,Saturday,0,1,Medium
Junction A,37,10,27,7,81,Cloudy,13.895491644815223,14,Saturday,0,1,Medium
Junction A,24,17,21,1,63,Stormy,12.144582293241616,15,Saturday,0,1,High
Junction C,29,4,14,5,52,Foggy,10.735504789762793,16,Saturday,0,1,Medium
Junction B,52,18,16,3,89,Cloudy,11.282767724625659,17,Saturday,1,1,Medium
Junction C,45,9,29,7,90,Cloudy,17.278341625793715,18,Saturday,1,1,Medium
Junction A,52,6,17,6,81,Foggy,14.864090989910865,19,Saturday,1,1,High
Junction A,26,14,15,8,63,Cloudy,14.98633506440279,20,Saturday,0,1,Low
Junction C,25,6,14,0,45,Cloudy,13.607477450552093,21,Saturday,0,1,Low
Junction A,28,9,10,2,49,Foggy,10.66797077262172,22,Saturday,0,1,Medium
Junction A,14,4,14,2,34,Stormy,18.518368088189334,23,Saturday,0,1,Low
Junction A,12,4,3,1,20,Foggy,11.34431082835734,0,Sunday,0,1,Low
Junction C,11,1,7,1,20,Foggy,14.051021270471207,1,Sunday,0,1,Low
Junction B,19,5,1,1,26,Cloudy,11.278538179086956,2,Sunday,0,1,Low
Junction C,14,3,5,1,23,Cloudy,17.501502812985176,3,Sunday,0,1,Low
Junction C,12,3,12,1,28,Cloudy,13.394939150599427,4,Sunday,0,1,Low
Junction B,4,7,6,1,18,Cloudy,17.216883912281638,5,Sunday,0,1,Low
Junction C,16,5,6,2,29,Rainy,11.749460136910297,6,Sunday,0,1,Low
Junction C,35,3,14,9,61,Cloudy,19.06872831819053,7,Sunday,1,1,Medium
Junction A,53,7,26,6,92,Cloudy,13.864155618305812,8,Sunday,1,1,Medium
Junction A,45,6,21,10,82,Cloudy,12.244728694286028,9,Sunday,1,1,Medium
Junction B,22,10,16,5,53,Cloudy,14.705446849512228,10,Sunday,0,1,Low
Junction A,24,10,26,3,63,Foggy,14.032604212224872,11,Sunday,0,1,Medium
Junction B,37,7,19,0,63,Foggy,10.202175201477974,12,Sunday,0,1,Medium
Junction C,25,7,11,5,48,Stormy,16.93466905964027,13,Sunday,0,1,Medium
Junction C,30,5,4,4,43,Foggy,13.018391202475154,14,Sunday,0,1,Medium
Junction A,27,7,20,4,58,Rainy,11.019338053826086,15,Sunday,0,1,Medium
Junction C,27,4,10,7,48,Cloudy,15.020126243997504,16,Sunday,0,1,Low
Junction C,46,5,12,2,65,Rainy,17.267348363533426,17,Sunday,1,1,Medium
Junction B,53,5,13,6,77,Cloudy,16.942268160417044,18,Sunday,1,1,Medium
Junction C,49,7,11,5,72,Cloudy,10.511316381066973,19,Sunday,1,1,Medium
Junction C,24,4,16,3,47,Cloudy,17.6612175134513,20,Sunday,0,1,Low
Junction C,11,5,13,3,32,Cloudy,10.174681302790026,21,Sunday,0,1,Low
Junction B,31,1,10,3,45,Cloudy,14.254311942563456,22,Sunday,0,1,Low
Junction A,15,0,5,1,21,Rainy,18.39566706475422,23,Sunday,0,1,Low
Junction A,22,8,15,5,50,Cloudy,11.002113490505245,0,Monday,0,0,Low
Junction B,8,5,9,5,27,Rainy,15.609564994971462,1,Monday,0,0,Low
Junction C,5,4,12,4,25,Foggy,16.75599868174125,2,Monday,0,0,Low
Junction C,25,3,12,5,45,Rainy,10.035366237032246,3,Monday,0,0,Low
Junction B,16,2,13,4,35,Cloudy,12.243668276923797,4,Monday,0,0,Low
Junction B,15,3,0,2,20,Foggy,15.245855790735243,5,Monday,0,0,Low
Junction C,11,1,11,8,31,Cloudy,17.543759555249096,6,Monday,0,0,Low
Junction A,75,20,33,14,142,Foggy,13.361596649850988,7,Monday,1,0,Severe
Junction B,65,12,42,10,129,Foggy,18.912626489153983,8,Monday,1,0,Severe
Junction C,87,21,41,10,159,Cloudy,16.99177431461573,9,Monday,1,0,Severe
Junction C,42,6,14,4,66,Rainy,10.739631872709559,10,Monday,0,0,Medium
Junction B,69,11,28,7,115,Cloudy,13.095693522382314,11,Monday,0,0,High
Junction A,64,15,33,3,115,Cloudy,11.680905853529753,12,Monday,0,0,High
Junction A,79,16,33,10,138,Rainy,10.759602869649168,13,Monday,0,0,Severe
Junction A,46,9,22,6,83,Stormy,18.052480869634383,14,Monday,0,0,Severe
Junction A,71,18,27,14,130,Rainy,17.544714750022372,15,Monday,0,0,Severe
Junction A,49,13,39,6,107,Foggy,16.78060376787675,16,Monday,0,0,Severe
Junction B,91,16,45,16,168,Rainy,19.972045078506792,17,Monday,1,0,Severe
Junction C,67,12,34,13,126,Cloudy,18.059529683774826,18,Monday,1,0,High
Junction B,74,21,28,11,134,Rainy,18.867343919459046,19,Monday,1,0,Severe
Junction C,31,2,16,10,59,Rainy,14.678627373607824,20,Monday,0,0,Medium
Junction A,66,17,31,6,120,Cloudy,18.957191747480014,21,Monday,0,0,High
Junction C,38,8,11,2,59,Foggy,19.977843878200648,22,Monday,0,0,Medium
Junction B,26,6,2,4,38,Foggy,18.903987890805517,23,Monday,0,0,Low
Junction B,15,3,10,5,33,Foggy,13.29243478763577,0,Tuesday,0,0,Low
Junction A,14,5,5,3,27,Cloudy,11.418288286876749,1,Tuesday,0,0,Low
Junction C,23,4,6,3,36,Cloudy,11.065116370318014,2,Tuesday,0,0,Low
Junction B,15,9,15,3,42,Cloudy,15.023985278435356,3,Tuesday,0,0,Low
Junction A,21,1,3,0,25,Rainy,14.035894707651476,4,Tuesday,0,0,Low
Junction B,2,7,6,1,16,Rainy,19.724845622761592,5,Tuesday,0,0,Low
Junction A,15,6,15,0,36,Rainy,12.730287956758595,6,Tuesday,0,0,Low
Junction B,77,21,37,23,158,Cloudy,14.730351250837003,7,Tuesday,1,0,Severe
Junction C,71,9,23,9,112,Rainy,14.635114803585509,8,Tuesday,1,0,Severe
Junction A,85,10,30,5,130,Stormy,10.729170119270053,9,Tuesday,1,0,Severe
Junction B,54,6,23,11,94,Cloudy,13.475583273116019,10,Tuesday,0,0,High
Junction A,77,10,22,4,113,Cloudy,14.496798508851573,11,Tuesday,0,0,High
Junction A,61,14,13,4,92,Rainy,15.090021835367383,12,Tuesday,0,0,High
Junction A,57,24,41,4,126,Cloudy,16.149341779171476,13,Tuesday,0,0,High
Junction A,58,26,19,9,112,Cloudy,13.747509161760938,14,Tuesday,0,0,High
Junction C,29,15,23,4,71,Stormy,16.464305779920032,15,Tuesday,0,0,Severe
Junction C,30,9,28,8,75,Rainy,19.586906539117553,16,Tuesday,0,0,Medium
Junction A,89,22,47,13,171,Cloudy,11.055756422194634,17,Tuesday,1,0,Severe
Junction A,95,14,38,10,157,Cloudy,11.94053880245605,18,Tuesday,1,0,Severe
Junction C,64,17,38,7,126,Cloudy,14.973811444092764,19,Tuesday,1,0,High
Junction A,48,9,13,6,76,Foggy,18.788009580859264,20,Tuesday,0,0,Medium
Junction C,34,1,18,7,60,Stormy,16.549277347721358,21,Tuesday,0,0,High
Junction A,41,8,24,7,80,Rainy,18.58775285228465,22,Tuesday,0,0,Medium
Junction C,28,2,11,3,44,Rainy,14.610489672188354,23,Tuesday,0,0,Low
Junction A,30,2,12,3,47,Cloudy,13.743361536967395,0,Wednesday,0,0,Low
Junction A,31,8,12,4,55,Rainy,17.654985004052996,1,Wednesday,0,0,Medium
Junction C,30,7,7,4,48,Cloudy,13.308668970457282,2,Wednesday,0,0,Low
Junction A,26,5,14,2,47,Rainy,11.146893178107586,3,Wednesday,0,0,Low
Junction B,33,5,6,5,49,Cloudy,18.019203922559825,4,Wednesday,0,0,Low
Junction B,14,3,17,3,37,Cloudy,15.303327560696342,5,Wednesday,0,0,Low
Junction B,24,5,8,0,37,Cloudy,13.22032205975487,6,Wednesday,0,0,Low
Junction B,70,7,41,13,131,Cloudy,18.55308368184012,7,Wednesday,1,0,Severe
Junction C,76,15,19,11,121,Rainy,13.465779878757793,8,Wednesday,1,0,Severe
Junction B,73,16,28,13,130,Rainy,19.213975880001964,9,Wednesday,1,0,Severe
Junction C,35,8,22,2,67,Rainy,14.067241039740985,10,Wednesday,0,0,Medium
Junction B,46,15,32,1,94,Cloudy,13.272599451695323,11,Wednesday,0,0,High
Junction B,65,11,27,10,113,Cloudy,15.452391747276186,12,Wednesday,0,0,High
Junction C,46,11,17,8,82,Cloudy,13.591639386339532,13,Wednesday,0,0,Medium
Junction C,44,14,17,5,80,Stormy,14.549066028823972,14,Wednesday,0,0,Severe
Junction A,66,11,19,8,104,Cloudy,11.011510579184286,15,Wednesday,0,0,Medium
Junction C,50,17,25,9,101,Rainy,15.566239182399357,16,Wednesday,0,0,High
Junction A,72,27,40,13,152,Rainy,16.652041034810672,17,Wednesday,1,0,Severe
Junction A,91,23,41,15,170,Cloudy,10.839516614997839,18,Wednesday,1,0,Severe
Junction A,85,18,48,14,165,Cloudy,18.606888505739896,19,Wednesday,1,0,Severe
Junction B,39,12,17,5,73,Foggy,12.439325638102162,20,Wednesday,0,0,High
Junction A,52,6,13,4,75,Stormy,17.05432695697403,21,Wednesday,0,0,High
Junction B,26,13,11,5,55,Stormy,10.035046635310582,22,Wednesday,0,0,High
Junction B,26,4,10,1,41,Cloudy,14.64135187198732,23,Wednesday,0,0,Low
Junction B,15,5,4,1,25,Stormy,17.351839435513234,0,Thursday,0,0,Low
Junction A,18,6,16,6,46,Cloudy,16.739444490730236,1,Thursday,0,0,Low
Junction B,24,6,14,3,47,Foggy,10.876067024504652,2,Thursday,0,0,Medium
Junction C,11,5,13,3,32,Cloudy,13.56089673754747,3,Thursday,0,0,Low
Junction A,25,6,20,6,57,Cloudy,13.4451400556602,4,Thursday,0,0,Low
Junction A,33,8,14,4,59,Cloudy,19.546661011251672,5,Thursday,0,0,Low
Junction B,17,6,7,0,30,Cloudy,15.616325332843797,6,Thursday,0,0,Low
Junction C,76,14,35,10,135,Cloudy,19.864870679296896,7,Thursday,1,0,Severe
Junction C,54,10,20,8,92,Stormy,10.854886373515715,8,Thursday,1,0,Severe
Junction B,60,24,23,7,114,Cloudy,12.704691056165089,9,Thursday,1,0,High
Junction A,61,10,27,6,104,Rainy,13.360783877422381,10,Thursday,0,0,High
Junction C,51,10,19,9,89,Rainy,17.168841755972775,11,Thursday,0,0,High
Junction C,56,14,18,9,97,Cloudy,12.34405744408259,12,Thursday,0,0,Medium
Junction B,41,8,17,7,73,Stormy,19.319026844206032,13,Thursday,0,0,Severe
Junction C,65,9,18,6,98,Rainy,10.386655618475896,14,Thursday,0,0,High
Junction B,48,11,20,7,86,Cloudy,13.561669653144431,15,Thursday,0,0,Medium
Junction B,45,17,17,14,93,Cloudy,14.940807182041203,16,Thursday,0,0,High
Junction C,56,10,28,10,104,Foggy,11.21556629518269,17,Thursday,1,0,Severe
Junction B,75,16,41,12,144,Cloudy,17.690936731964833,18,Thursday,1,0,Severe
Junction C,55,13,30,6,104,Rainy,16.186873497119713,19,Thursday,1,0,Severe
Junction A,54,11,29,7,101,Cloudy,15.271239217776975,20,Thursday,0,0,Medium
Junction A,32,9,23,6,70,Foggy,11.674229477462513,21,Thursday,0,0,Medium
Junction C,37,3,14,3,57,Stormy,19.974149326174253,22,Thursday,0,0,High
Junction A,26,5,8,2,41,Rainy,18.866226500163915,23,Thursday,0,0,Low
Junction B,21,4,11,4,40,Cloudy,12.530422058198962,0,Friday,0,0,Low
Junction C,29,1,7,0,37,Cloudy,10.521849919663628,1,Friday,0,0,Low
Junction A,30,5,10,4,49,Cloudy,10.335591816472512,2,Friday,0,0,Low
Junction B,23,3,10,0,36,Stormy,11.441632601743283,3,Friday,0,0,Medium
Junction A,35,7,11,0,53,Foggy,17.579753485622998,4,Friday,0,0,Medium
Junction C,19,6,14,4,43,Rainy,10.398056832220874,5,Friday,0,0,Low
Junction B,11,3,13,4,31,Cloudy,11.893337534970705,6,Friday,0,0,Low
Junction C,87,13,31,5,136,Cloudy,10.80869745832106,7,Friday,1,0,Severe
Junction B,64,21,27,11,123,Cloudy,19.548392096765596,8,Friday,1,0,Severe
Junction C,79,13,29,12,133,Cloudy,15.311467633710123,9,Friday,1,0,Severe
Junction B,61,19,31,6,117,Cloudy,17.68538097011416,10,Friday,0,0,High
Junction C,49,16,28,8,101,Cloudy,12.714606630209909,11,Friday,0,0,High
Junction A,62,15,23,8,108,Rainy,12.415428127159778,12,Friday,0,0,High
Junction C,60,10,26,12,108,Cloudy,15.83415435260124,13,Friday,0,0,High
Junction C,57,16,27,11,111,Rainy,19.510329247486062,14,Friday,0,0,Severe
Junction A,76,16,18,13,123,Foggy,16.185969615011015,15,Friday,0,0,Severe
Junction B,54,13,33,10,110,Rainy,19.647525328318306,16,Friday,0,0,Severe
Junction C,80,8,34,8,130,Cloudy,18.50707791728498,17,Friday,1,0,Severe
Junction B,89,20,41,8,158,Cloudy,17.692312035414375,18,Friday,1,0,Severe
Junction C,53,11,16,9,89,Foggy,12.58506252147812,19,Friday,1,0,Severe
Junction A,48,6,26,7,87,Stormy,13.883668776715474,20,Friday,0,0,Severe
Junction A,38,11,27,1,77,Rainy,14.886861951261473,21,Friday,0,0,Medium
Junction B,36,13,24,12,85,Cloudy,11.896963648501282,22,Friday,0,0,Medium
Junction A,23,4,6,11,44,Rainy,15.929542729274033,23,Friday,0,0,Low
Junction B,17,4,4,1,26,Cloudy,12.893807236056947,0,Saturday,0,1,Low
Junction A,15,2,8,4,29,Rainy,13.712276477574306,1,Saturday,0,1,Low
Junction B,21,2,8,5,36,Cloudy,11.514827166538854,2,Saturday,0,1,Low
Junction B,2,5,7,2,16,Foggy,18.805824431209665,3,Saturday,0,1,Low
Junction A,4,3,1,4,12,Stormy,18.76296640491485,4,Saturday,0,1,Low
Junction B,11,4,3,2,20,Cloudy,15.423939642683994,5,Saturday,0,1,Low
Junction B,8,4,3,0,15,Cloudy,11.565078990804565,6,Saturday,0,1,Low
Junction C,66,10,30,9,115,Cloudy,18.94714104755613,7,Saturday,1,1,High
Junction A,69,15,26,3,113,Foggy,12.094283861389336,8,Saturday,1,1,Severe
Junction C,56,8,24,7,95,Cloudy,11.394654636651815,9,Saturday,1,1,Medium
Junction C,22,8,18,2,50,Cloudy,12.04446367065663,10,Saturday,0,1,Low
Junction B,37,3,8,5,53,Foggy,14.108431774809098,11,Saturday,0,1,Medium
Junction B,27,9,25,9,70,Cloudy,14.235240923010226,12,Saturday,0,1,Medium
Junction A,41,14,19,7,81,Foggy,16.730091009630524,13,Saturday,0,1,High
